fase,idade,iaa,ieg,ips,ipp,ida,mat,por,ipv,ian,defasagem,genero_f,genero_m,instituição_tipo_1,instituição_tipo_2,instituição_tipo_3,instituição_tipo_4,instituição_tipo_5,instituição_tipo_6,instituição_tipo_7
1,9,10.002,9.1007905135,5.635,8.125,8.25,8.0,8.5,7.893333333,10.0,0,0,1,1,0,0,0,0,0,0
1,11,9.002,6.1363636360000005,4.38,7.1875,6.75,6.0,7.5,6.996666667,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.002,10.0,7.51,8.125,9.25,10.0,8.5,7.886666667,10.0,0,0,1,1,0,0,0,0,0,0
1,11,8.002,10.0,7.51,8.4375,10.0,10.0,10.0,8.783333333,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,9.002,9.318181818,8.13,8.125,8.5,8.0,9.0,8.563333333,10.0,0,1,0,1,0,0,0,0,0,0
1,9,10.002,9.7727272725,7.505,7.8125,5.0,6.0,4.0,7.946666667,10.0,0,1,0,1,0,0,0,0,0,0
1,9,8.418,6.6501976285,7.51,7.5,7.25,6.5,8.0,7.5,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.002,7.3221343875,5.63,5.625,6.0,5.0,7.0,5.106666667,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,8.002,7.055335968,5.63,6.875,7.5,6.0,9.0,8.393333333,5.0,-2,0,1,1,0,0,0,0,0,0
1,9,9.002,9.5227272725,7.51,7.8125,7.75,7.5,8.0,8.17,10.0,0,1,0,1,0,0,0,0,0,0
1,9,10.002,9.090909091,7.51,7.5,4.25,2.5,6.0,8.0,10.0,0,0,1,0,0,1,0,0,0,0
1,11,9.502,8.6363636365,7.51,5.3125,6.25,5.5,7.0,5.83,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,8.002,10.0,7.51,8.125,8.75,10.0,7.5,7.92,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.002,8.7954545455,6.885,7.5,8.75,8.0,9.5,7.25,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,8.502,9.75,7.51,7.8125,8.0,9.0,7.0,7.92,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,10.002,10.0,7.51,8.4375,9.5,9.0,10.0,8.42,5.0,-1,1,0,1,0,0,0,0,0,0
1,13,6.918,8.888888889,7.51,7.8125,10.0,10.0,10.0,8.085,5.0,-2,0,1,1,0,0,0,0,0,0
1,8,8.502,9.7727272725,7.51,8.125,6.5,6.5,6.5,8.085,10.0,0,0,1,1,0,0,0,0,0,0
1,9,10.002,9.5227272725,9.38,7.8125,8.0,8.0,8.0,8.42,10.0,0,1,0,1,0,0,0,0,0,0
1,11,9.002,9.2727272725,7.51,7.5,7.0,6.5,7.5,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.502,7.840909091,6.26,5.625,2.5,5.0,0.0,6.665,5.0,-1,0,1,0,0,1,0,0,0,0
1,10,9.502,9.0227272725,7.51,8.4375,7.0,6.5,7.5,7.92,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,10.002,9.2727272725,6.255,7.5,7.75,6.0,9.5,7.92,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,10.002,9.5454545455,7.51,8.4375,7.25,7.0,7.5,8.17,10.0,0,1,0,1,0,0,0,0,0,0
1,11,9.002,9.3073593075,7.51,8.4375,8.75,7.5,10.0,8.255,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,8.502,9.090909091,7.51,8.4375,7.5,6.0,9.0,8.17,10.0,0,1,0,1,0,0,0,0,0,0
1,9,8.002,7.9545454545,7.51,8.125,5.5,5.0,6.0,8.17,10.0,0,1,0,1,0,0,0,0,0,0
1,11,9.002,4.5454545455,5.01,7.5,1.0,0.0,2.0,6.245,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,8.002,8.6363636365,7.51,8.125,8.75,8.0,9.5,8.17,10.0,0,1,0,1,0,0,0,0,0,0
1,10,8.002,8.8636363635,7.51,8.4375,7.5,5.5,9.5,8.255,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,10.002,9.318181818,7.51,7.8125,5.75,5.5,6.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,10.002,8.409090909,7.51,8.4375,6.75,5.5,8.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,10.002,9.0909090905,7.51,8.4375,7.25,7.5,7.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.002,8.1136363635,7.51,8.75,6.25,6.5,6.0,8.165,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.502,4.696969697,6.26,8.75,7.75,6.0,9.5,7.915,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.002,9.5,6.26,8.4375,2.75,5.5,0.0,7.835,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,10.002,9.3073593075,7.51,8.75,9.75,10.0,9.5,8.835,10.0,0,0,1,1,0,0,0,0,0,0
1,11,7.918,8.409090909,7.51,8.4375,6.25,7.5,5.0,7.835,5.0,-1,1,0,1,0,0,0,0,0,0
1,12,9.002,8.593073593,7.51,8.4375,7.25,7.5,7.0,7.92,5.0,-2,0,1,1,0,0,0,0,0,0
1,10,9.502,9.2965367965,6.885,8.75,8.5,10.0,7.0,8.835,10.0,0,1,0,1,0,0,0,0,0,0
1,12,10.002,5.3896103895,5.635,7.1875,2.0,0.0,4.0,4.25,5.0,-2,1,0,1,0,0,0,0,0,0
1,10,8.502,9.5833333335,6.26,8.333333333,6.25,6.5,6.0,7.553333333,10.0,0,1,0,1,0,0,0,0,0,0
1,9,9.502,10.0,6.26,5.833333333,7.0,7.0,7.0,6.333333333,10.0,0,1,0,1,0,0,0,0,0,0
1,10,8.002,9.7727272725,6.26,7.291666667,6.75,6.5,7.0,7.056666667,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.502,7.549407115,6.26,6.875,7.5,6.0,9.0,6.996666667,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,8.502,9.564393939,5.635,7.291666667,5.25,5.0,5.5,7.0,5.0,-1,1,0,1,0,0,0,0,0,0
1,12,8.502,8.2765151515,7.51,7.916666667,7.75,6.5,9.0,6.386666667,5.0,-1,1,0,1,0,0,0,0,0,0
1,12,8.002,4.772727273,7.51,6.041666667,4.5,5.0,4.0,4.726666667,5.0,-2,0,1,1,0,0,0,0,0,0
1,9,8.002,9.337121212,7.51,8.958333333,8.0,8.0,8.0,8.336666667,10.0,0,1,0,1,0,0,0,0,0,0
1,9,9.002,9.7916666665,7.51,8.75,8.5,8.0,9.0,7.946666667,10.0,0,0,1,1,0,0,0,0,0,0
1,10,10.002,8.4848484845,6.26,8.125,8.5,10.0,7.0,8.056666667,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.002,9.337121212,7.51,6.25,9.0,10.0,8.0,6.5,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,8.502,8.674242424500001,7.51,7.916666667,7.5,9.0,6.0,7.443333333,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.502,9.337121212,7.51,8.333333333,8.0,7.0,9.0,7.946666667,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.002,9.7727272725,7.51,8.333333333,7.0,7.0,7.0,7.22,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,8.502,9.128787879,7.51,7.916666667,8.25,8.5,8.0,6.833333333,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,8.002,9.318181818,7.51,8.333333333,6.5,7.0,6.0,7.22,10.0,0,1,0,1,0,0,0,0,0,0
1,11,7.918,3.95256917,6.26,6.041666667,0.0,0.0,0.0,4.496666667,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,10.002,7.994071146,7.51,7.291666667,8.25,8.5,8.0,6.553333333,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,10.002,7.292490119,6.885,6.875,7.25,7.5,7.0,7.39,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.502,10.0,7.51,8.958333333,7.5,6.0,9.0,8.783333333,10.0,0,1,0,1,0,0,0,0,0,0
1,12,7.502,8.646245059,5.635,6.458333333,6.5,6.0,7.0,6.616666667,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,9.002,6.4285714285,5.005,5.625,3.5,2.0,5.0,4.226666667,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,0.0,4.6245059285,5.01,6.666666667,6.75,7.5,6.0,6.61,5.0,-2,0,1,1,0,0,0,0,0,0
1,11,9.002,9.555335968,7.51,8.541666667,8.0,8.0,8.0,8.223333333,5.0,-1,1,0,0,0,1,0,0,0,0
1,12,8.418,5.2964426875,5.005,5.833333333,3.75,3.5,4.0,4.223333333,5.0,-1,1,0,1,0,0,0,0,0,0
1,12,7.918,5.520833333500001,6.26,6.458333333,4.5,5.0,4.0,5.44,5.0,-2,0,1,1,0,0,0,0,0,0
1,12,7.418,7.994071146,7.51,6.875,6.0,6.0,6.0,6.773333333,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.002,6.777777778,7.51,6.875,7.5,8.0,7.0,7.163333333,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.502,7.5,7.51,8.125,4.75,0.0,9.5,7.7475,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,8.502,5.3125,7.51,7.8125,5.75,4.0,7.5,6.5425,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,10.002,10.0,7.51,8.90625,9.25,9.0,9.5,9.085,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.502,6.439393939,7.51,7.34375,2.75,5.5,0.0,6.25,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,9.002,8.9444444445,7.51,7.8125,7.25,7.5,7.0,6.915,5.0,-1,1,0,1,0,0,0,0,0,0
1,12,9.002,6.7976190475,7.51,7.34375,7.0,6.0,8.0,5.92,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.502,5.845238095,7.51,7.5,2.75,5.5,0.0,5.8325,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.002,5.5335968375,7.51,6.71875,5.75,5.5,6.0,5.7875,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.502,8.03030303,7.51,7.65625,4.5,4.0,5.0,6.745,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.502,10.0,7.51,8.90625,8.0,6.5,9.5,8.6675,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,5.834,9.128787879,6.26,8.59375,8.25,8.5,8.0,8.4975,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,10.002,7.3484848485,7.51,7.5,6.5,5.0,8.0,6.7425,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,10.002,5.7954545455,7.51,7.1875,5.5,4.0,7.0,5.87,5.0,-2,0,1,1,0,0,0,0,0,0
1,12,10.002,8.095238095,5.005,7.083333333,2.25,4.5,0.0,5.335,5.0,-2,1,0,1,0,0,0,0,0,0
1,9,8.002,10.0,7.51,8.541666667,8.75,8.5,9.0,8.59,10.0,0,1,0,1,0,0,0,0,0,0
1,11,9.502,10.0,7.51,8.75,7.75,7.5,8.0,8.005,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,10.002,5.9523809525,7.51,7.916666667,6.0,6.0,6.0,8.33,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,8.502,9.0476190475,7.51,8.333333333,3.75,7.5,0.0,8.09,10.0,0,0,1,1,0,0,0,0,0,0
1,11,7.917,5.9523809525,5.63,8.333333333,0.0,0.0,0.0,6.5,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,10.002,9.047619048,7.51,8.333333333,8.5,9.0,8.0,8.255,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.502,10.0,7.505,8.75,8.75,9.5,8.0,8.425,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,0.0,6.904761905,7.51,8.125,5.75,6.5,5.0,8.255,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,10.002,9.523809524,6.26,7.916666667,7.75,6.5,9.0,8.17,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,10.002,8.333333332999999,7.51,8.541666667,6.75,6.5,7.0,8.59,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.168,8.095238095,6.88,8.125,7.75,7.5,8.0,8.085,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.502,9.285714286,7.51,8.125,7.0,6.5,7.5,8.34,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.502,6.9047619045,7.51,8.125,3.0,6.0,0.0,8.255,10.0,0,1,0,1,0,0,0,0,0,0
1,11,0.0,8.095238095,7.51,7.5,3.0,6.0,0.0,5.33,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,9.002,7.380952381,7.51,7.916666667,6.25,6.5,6.0,5.74,5.0,-2,0,1,1,0,0,0,0,0,0
1,10,10.002,10.0,6.26,7.5,6.75,5.5,8.0,8.59,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,9.002,9.047619048,7.51,9.166666667,5.25,5.5,5.0,8.085,10.0,0,1,0,1,0,0,0,0,0,0
1,10,8.502,9.2857142855,7.51,9.166666667,8.25,8.5,8.0,8.335,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,8.502,8.8562091505,7.51,9.166666667,8.0,7.0,9.0,8.085,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.002,7.619047619,5.63,8.333333333,6.75,6.5,7.0,7.335,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.502,10.0,5.63,8.958333333,6.0,6.0,6.0,8.17,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,10.002,10.0,6.26,8.75,8.0,8.0,8.0,8.17,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.002,9.047619048,5.63,8.75,7.25,6.5,8.0,8.085,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,9.502,8.888888889,7.51,8.958333333,7.75,8.5,7.0,8.085,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,8.502,10.0,7.51,8.958333333,6.25,6.0,6.5,8.085,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,9.502,9.0476190475,7.51,8.541666667,8.25,8.5,8.0,8.085,5.0,-2,0,1,1,0,0,0,0,0,0
1,9,10.002,10.0,7.51,8.958333333,8.0,7.0,9.0,8.59,10.0,0,1,0,1,0,0,0,0,0,0
1,10,9.502,7.857142856999999,7.51,7.5,7.75,7.5,8.0,8.085,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.502,9.761904762,6.26,8.958333333,9.5,10.0,9.0,8.085,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.002,7.7432712215,7.51,7.96875,8.0,8.0,8.0,9.09,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,10.002,10.0,7.51,9.21875,9.5,10.0,9.0,8.505,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.502,9.068322981,7.51,8.28125,8.75,8.0,9.5,8.505,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.502,7.9813664595,6.26,9.53125,9.0,10.0,8.0,9.76,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,10.002,10.0,6.26,9.53125,10.0,10.0,10.0,9.76,10.0,0,1,0,1,0,0,0,0,0,0
1,10,9.002,8.8923395445,6.26,5.9375,5.5,6.0,5.0,5.155,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.502,7.833333333500001,7.51,7.1875,7.5,7.5,7.5,6.165,10.0,0,0,1,1,0,0,0,0,0,0
1,10,10.002,10.0,7.51,9.0625,9.75,10.0,9.5,9.09,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,7.418,8.674948240500001,7.51,8.28125,8.0,8.0,8.0,7.17,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,8.502,9.347826087,7.51,8.28125,8.0,8.0,8.0,7.92,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,10.002,9.0,7.51,8.90625,7.0,6.0,8.0,9.175,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,7.502,10.0,7.51,9.375,8.5,9.0,8.0,9.345,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.002,9.5445134575,7.51,8.75,4.5,9.0,0.0,8.17,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,9.502,9.109730849,7.51,9.375,8.5,9.0,8.0,9.005,10.0,0,0,1,1,0,0,0,0,0,0
1,13,8.002,8.674948240500001,7.51,7.5,7.25,8.5,6.0,5.745,5.0,-2,0,1,1,0,0,0,0,0,0
1,13,6.918,7.5,6.26,7.708333333,6.75,6.5,7.0,7.415,5.0,-2,1,0,1,0,0,0,0,0,0
1,11,8.502,5.277777778,7.51,7.708333333,6.0,8.0,4.0,7.415,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,9.502,6.017786561,6.885,7.083333333,3.25,6.5,0.0,7.085,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,9.502,9.545454545,6.26,8.333333333,8.5,8.0,9.0,9.175,10.0,0,0,1,1,0,0,0,0,0,0
1,12,9.002,8.8833992095,5.63,8.125,5.0,6.0,4.0,7.495,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,9.002,6.85770751,6.26,8.125,8.5,8.0,9.0,7.755,10.0,0,1,0,1,0,0,0,0,0,0
1,9,9.502,8.8833992095,6.26,8.125,7.75,6.5,9.0,7.835,10.0,0,1,0,1,0,0,0,0,0,0
1,11,8.502,5.2865612650000005,7.51,8.125,3.25,6.5,0.0,7.075,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,9.002,9.5454545455,6.26,8.125,7.75,7.5,8.0,7.835,10.0,0,1,0,1,0,0,0,0,0,0
1,11,9.002,8.8636363635,6.26,7.708333333,5.25,6.5,4.0,6.825,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,7.502,9.347826087,7.51,7.916666667,7.75,6.5,9.0,7.92,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.502,9.5,7.51,7.916666667,7.25,6.5,8.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,8.002,6.6501976285,6.26,7.291666667,0.0,0.0,0.0,7.075,10.0,0,0,1,1,0,0,0,0,0,0
1,12,9.002,7.9841897235,6.26,8.125,5.5,6.0,5.0,7.495,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.502,9.7368421055,7.51,7.916666667,5.25,6.5,4.0,7.75,5.0,-1,1,0,1,0,0,0,0,0,0
1,9,9.002,9.058441558,7.51,7.5,6.25,6.5,6.0,7.4175,10.0,0,1,0,1,0,0,0,0,0,0
1,8,10.002,8.365800865499999,7.51,6.875,8.25,6.5,10.0,6.79,10.0,0,0,1,1,0,0,0,0,0,0
1,13,9.002,9.5346320345,7.51,7.5,6.0,6.0,6.0,7.29,5.0,-2,1,0,1,0,0,0,0,0,0
1,12,9.002,9.3073593075,5.635,6.875,2.25,4.5,0.0,6.6225,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,8.502,10.0,6.26,7.5,7.5,8.0,7.0,7.585,10.0,0,0,1,1,0,0,0,0,0,0
1,9,10.002,9.2965367965,6.26,7.083333333,8.5,7.5,9.5,6.8325,10.0,0,1,0,1,0,0,0,0,0,0
1,10,7.502,9.4736842105,5.635,6.458333333,9.0,8.0,10.0,7.7525,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,9.002,9.0692640695,7.51,7.708333333,7.5,8.0,7.0,7.835,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.502,10.0,7.51,8.333333333,7.75,6.5,9.0,7.96,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.502,9.523809524,4.38,7.03125,6.0,7.0,5.0,6.7075,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,8.502,6.9047619045,7.51,7.65625,6.75,6.5,7.0,6.875,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.002,7.857142856999999,7.51,7.5,7.0,6.0,8.0,7.125,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.002,10.0,7.51,8.125,8.75,7.5,10.0,7.88,10.0,0,0,1,1,0,0,0,0,0,0
1,10,7.502,9.761904762,7.51,8.125,7.5,5.0,10.0,8.045,10.0,0,1,0,1,0,0,0,0,0,0
1,10,9.502,7.857142856999999,6.26,7.1875,6.0,6.0,6.0,6.54,10.0,0,0,1,1,0,0,0,0,0,0
1,10,9.502,8.333333332999999,7.51,7.96875,7.25,7.5,7.0,7.1675,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,7.418,8.3333333335,7.51,7.96875,6.75,6.5,7.0,7.04,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.002,5.75,7.51,6.25,8.0,7.0,9.0,5.745,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,9.502,8.571428571,7.51,7.8125,3.5,0.0,7.0,7.5425,10.0,0,0,1,1,0,0,0,0,0,0
1,9,9.502,9.761904762,7.51,8.125,7.0,7.5,6.5,8.045,10.0,0,1,0,1,0,0,0,0,0,0
1,11,10.002,8.8095238095,7.51,7.96875,6.0,6.0,6.0,7.7525,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,9.502,3.5714285715,7.51,5.78125,4.75,3.5,6.0,4.995,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.002,8.8095238095,7.51,8.4375,7.75,8.5,7.0,7.6675,5.0,-1,1,0,1,0,0,0,0,0,0
2,11,8.002,9.0357142855,5.005,6.666666667,6.25,7.0,5.5,7.276666667,10.0,0,0,1,0,0,1,0,0,0,0
2,11,8.502,5.9166666665,7.51,6.666666667,4.25,4.5,4.0,6.713333333,10.0,0,0,1,1,0,0,0,0,0,0
2,13,7.5,8.5154061625,3.755,7.708333333,6.0,5.0,7.0,7.553333333,5.0,-1,1,0,1,0,0,0,0,0,0
2,11,8.502,6.833333333500001,6.255,7.708333333,6.25,6.5,6.0,8.283333333,10.0,1,1,0,0,0,1,0,0,0,0
2,13,7.502,7.5714285715,10.0,7.083333333,3.75,2.0,5.5,6.943333333,5.0,-1,1,0,1,0,0,0,0,0,0
2,12,0.0,6.6428571430000005,5.635,6.666666667,3.0,2.5,3.5,6.606666667,5.0,-1,1,0,1,0,0,0,0,0,0
2,10,9.002,8.3214285715,6.88,7.291666667,4.5,3.0,6.0,7.273333333,10.0,0,0,1,1,0,0,0,0,0,0
2,12,9.002,10.0,7.51,7.916666667,7.75,7.0,8.5,8.17,10.0,0,0,1,1,0,0,0,0,0,0
2,12,8.502,7.8214285715,6.25,7.5,6.5,4.5,8.5,7.67,5.0,-1,1,0,1,0,0,0,0,0,0
2,10,8.002,5.880952381,7.51,7.708333333,7.75,7.5,8.0,8.28,10.0,0,1,0,1,0,0,0,0,0,0
2,12,8.002,7.777777778,7.51,7.708333333,3.5,6.229781160799239,3.5,7.833333333,5.0,-1,1,0,1,0,0,0,0,0,0
2,14,7.002,6.607142857,4.38,4.791666667,4.25,2.5,6.0,4.886666667,5.0,-1,0,1,1,0,0,0,0,0,0
2,11,9.502,9.511904762,7.51,7.5,7.75,5.5,10.0,7.946666667,10.0,0,0,1,1,0,0,0,0,0,0
2,11,7.918,7.8214285715,7.51,6.041666667,4.0,2.0,6.0,5.66,10.0,0,1,0,1,0,0,0,0,0,0
2,13,8.502,5.6428571430000005,6.26,8.125,5.25,2.0,8.5,8.056666667,5.0,-1,1,0,1,0,0,0,0,0,0
2,15,7.502,6.095238095,5.63,5.625,1.0,0.0,2.0,3.506666667,5.0,-1,1,0,0,1,0,0,0,0,0
2,12,3.498,8.0357142855,7.51,7.291666667,2.75,2.5,3.0,7.663333333,5.0,-1,1,0,1,0,0,0,0,0,0
2,11,9.502,10.0,8.13,8.333333333,7.5,6.0,9.0,9.45,10.0,0,0,1,1,0,0,0,0,0,0
2,10,7.418,7.845238095,7.51,7.708333333,5.25,5.0,5.5,8.0,10.0,0,1,0,1,0,0,0,0,0,0
2,12,8.751,7.280701754500001,7.51,6.041666667,3.25,0.5,6.0,5.213333333,5.0,-1,1,0,1,0,0,0,0,0,0
2,11,7.502,8.0833333335,7.51,7.708333333,7.5,7.5,7.5,8.223333333,10.0,0,0,1,1,0,0,0,0,0,0
2,12,7.502,9.011904762,7.51,7.083333333,5.25,1.5,9.0,7.166666667,5.0,-1,0,1,1,0,0,0,0,0,0
2,11,9.502,10.0,7.51,7.916666667,5.25,6.0,4.5,8.39,10.0,0,1,0,1,0,0,0,0,0,0
2,10,9.502,9.511904762,9.375,8.958333333,9.5,9.0,10.0,9.563333333,10.0,0,1,0,1,0,0,0,0,0,0
2,11,8.002,8.7857142855,6.885,8.4375,7.25,5.0,9.5,7.503333333,10.0,0,1,0,1,0,0,0,0,0,0
2,12,6.25,8.0714285715,7.51,7.8125,5.0,2.5,7.5,7.443333333,10.0,0,1,0,1,0,0,0,0,0,0
2,12,8.002,8.2976190475,7.51,7.5,3.75,2.0,5.5,7.273333333,5.0,-1,0,1,1,0,0,0,0,0,0
2,12,9.502,7.460526316,7.51,6.875,3.25,2.5,4.0,6.27,10.0,0,0,1,1,0,0,0,0,0,0
2,12,9.502,7.8095238095,6.26,7.1875,5.0,2.5,7.5,7.443333333,10.0,0,0,1,1,0,0,0,0,0,0
2,12,8.502,9.0476190475,7.51,7.1875,4.75,2.0,7.5,7.5,10.0,0,0,1,1,0,0,0,0,0,0
2,11,9.002,7.595238095,4.385,5.625,3.0,3.0,3.0,5.996666667,10.0,0,1,0,1,0,0,0,0,0,0
2,12,10.002,9.273809524,7.51,7.5,2.75,0.5,5.0,7.33,5.0,-1,1,0,1,0,0,0,0,0,0
2,13,8.502,10.0,7.51,8.125,6.5,6.0,7.0,7.053333333,5.0,-1,1,0,1,0,0,0,0,0,0
2,12,8.502,9.722222222,7.51,9.0625,10.0,10.0,10.0,8.113333333,10.0,0,0,1,1,0,0,0,0,0,0
2,13,8.002,7.794871795,7.51,9.0625,6.25,4.0,8.5,7.61,5.0,-1,1,0,1,0,0,0,0,0,0
2,11,7.502,9.2355889725,7.51,8.75,7.25,6.5,8.0,8.003333333,10.0,0,0,1,1,0,0,0,0,0,0
2,12,7.418,8.28320802,4.385,7.8125,8.0,10.0,6.0,7.61,10.0,0,0,1,1,0,0,0,0,0,0
2,12,7.418,8.75,7.51,8.75,5.75,5.0,6.5,7.833333333,5.0,-1,0,1,1,0,0,0,0,0,0
2,11,8.002,9.523809524,7.51,8.4375,9.0,9.5,8.5,7.89,10.0,0,0,1,1,0,0,0,0,0,0
2,11,7.002,7.9949874685,7.51,8.4375,8.75,8.5,9.0,8.17,10.0,0,0,1,0,0,1,0,0,0,0
2,12,10.002,7.380952381,7.51,8.75,7.5,7.0,8.0,8.056666667,10.0,0,0,1,1,0,0,0,0,0,0
2,10,9.002,9.761904762,3.755,9.0625,8.0,6.0,10.0,8.84,10.0,0,1,0,0,1,0,0,0,0,0
2,12,9.002,9.022556391,7.51,8.75,9.25,9.0,9.5,8.28,10.0,0,0,1,1,0,0,0,0,0,0
2,12,8.502,8.972431078,7.51,8.4375,7.0,4.5,9.5,7.443333333,10.0,0,1,0,1,0,0,0,0,0,0
2,11,9.002,10.0,7.51,8.125,6.0,6.5,5.5,7.383333333,10.0,0,1,0,1,0,0,0,0,0,0
2,13,8.502,9.4444444445,7.51,8.75,4.75,6.0,3.5,8.223333333,5.0,-1,0,1,1,0,0,0,0,0,0
2,12,8.002,6.35610766,6.26,6.875,5.0,5.0,5.0,5.4125,5.0,-1,1,0,1,0,0,0,0,0,0
2,13,10.002,7.195652174,7.51,7.65625,7.5,8.0,7.0,7.2425,5.0,-1,0,1,1,0,0,0,0,0,0
2,12,9.168,8.170995671,5.625,7.65625,6.75,8.0,5.5,6.5375,5.0,-1,0,1,1,0,0,0,0,0,0
2,11,8.502,10.0,7.51,7.96875,8.75,9.0,8.5,8.1275,10.0,0,0,1,1,0,0,0,0,0,0
